SESSION|QS4/700 located at connection[0] session[0]|user=QNOVATE8
SELFIELD|ctxtI2-LOW=10.08.2026
TABLE|LIKP
TITLE|Data Browser: Table LIKP Select Entries        200
SBAR|Selection restricted to 200 hits
ALV|rows=200|cols=312
HDR|MANDT	VBELN	ERNAM	ERZET	ERDAT	BZIRK	VSTEL	VKORG	LFART	AUTLF	KZAZU	WADAT	LDDAT	TDDAT	LFDAT	KODAT	ABLAD	INCO1	INCO2	EXPKZ	ROUTE	FAKSK	LIFSK	VBTYP	KNFAK	TPQUA	TPGRP	LPRIO	VSBED	KUNNR	KUNAG	KDGRP	STZKL	STZZU	BTGEW	NTGEW	GEWEI	VOLUM	VOLEH	ANZPK	BEROT	LFUHR	GRULG	LSTEL	TRAGR	FKARV	FKDAT	PERFK	ROUTA	STAFO	KALSM	KNUMV	WAERK	VKBUR	VBEAK	ZUKRL	VERUR	COMMN	STWAE	STCUR	EXNUM	AENAM	AEDAT	LGNUM	LISPL	VKOIV	VTWIV	SPAIV	FKAIV	PIOIV	FKDIV	KUNIV	KKBER	KNKLI	GRUPP	SBGRP	CTLPC	CMWAE	AMTBL	BOLNR	LIFNR	TRATY	TRAID	CMFRE	CMNGV	XABLN	BLDAT	WADAT_IST	TRSPG	TPSID	LIFEX	TERNR	KALSM_CH	KLIEF	KALSP	KNUMP	NETWR	AULWE	WERKS	LCNUM	ABSSC	KOUHR	TDUHR	LDUHR	WAUHR	LGTOR	LGBZO	AKWAE	AKKUR	AKPRZ	PROLI	XBLNR	HANDLE	TSEGFL	TSEGTP	TZONIS	TZONRC	CONT_DG	VERURSYS	KZWAB	TCODE	VSART	TRMTYP	SDABW	VBUND	XWOFF	DIRTA	PRVBE	FOLAR	PODAT	POTIM	VGANZ	IMWRK	SPE_LOEKZ	SPE_LOC_SEQ	SPE_ACC_APP_STS	SPE_SHP_INF_STS	SPE_RET_CANC	SPE_WAUHR_IST	SPE_WAZONE_IST	SPE_REV_VLSTK	SPE_LE_SCENARIO	SPE_ORIG_SYS	SPE_CHNG_SYS	SPE_GEOROUTE	SPE_GEOROUTEIND	SPE_CARRIER_IND	SPE_GTS_REL	SPE_GTS_RT_CDE	SPE_REL_TMSTMP	SPE_UNIT_SYSTEM	SPE_INV_BFR_GI	SPE_QI_STATUS	SPE_RED_IND	SAKES	SPE_LIFEX_TYPE	SPE_TTYPE	SPE_PRO_NUMBER	LOC_GUID	SPE_BILLING_IND	PRINTER_PROFILE	MSR_ACTIVE	PRTNR	STGE_LOC_CHANGE	TM_CTRL_KEY	DLV_SPLIT_INITIA	DLV_VERSION	_DATAAGING	GTS_VORPA	GTS_VORNU	GTS_EXPVZ	GTS_PORTI	ITM_EXPVZ	ITM_STGBE	ITM_KZGBE	ITM_VYGID	ITM_IEVER	ITM_STABE	ITM_KZABE	HANDOVERLOC	HANDOVERDATE	HANDOVERTIME	HANDOVERTZONE	BESTK	CMPSC	CMPSD	CMPSI	CMPSJ	CMPSK	CMPS_CM	CMPS_TE	CMGST	FKIVK	FKSTK	GBSTK	HDALL	HDALS	KOQUK	KOSTK	KOSTK_WH	LVSTK	PDSTK	PKSTK	SPE_TMPID	SPSTG	TRSTA	UVALL	UVALS	UVFAK	UVFAS	UVPAK	UVPAS	UVPIK	UVPIS	UVVLK	UVVLS	UVWAK	UVWAS	VESTK	VLSTK	WBSTK	UVK01	UVK02	UVK03	UVK04	UVK05	UVS01	UVS02	UVS03	UVS04	UVS05	TOTAL_PCSTA	TOTAL_DGSTA	TOTAL_SDSSTA	TOTAL_ARC_STATUS	ICO_FKIVK	TOTAL_EMCST	TOTAL_SLCST	TOTAL_LCCST	/SAPMP/LBASK	INCOV	INCO2_L	INCO3_L	INCO2_KEY	INCO3_KEY	INCO4_KEY	OID_EXTBOL	OID_MISCDL	EXT_BUS_SYST_ID	SITKZ_DB	TM_ADV_SHIP_RECV	TM_WHSE_EXEC	TM_WHSE_BLOCK	LGLC_LIC_IND	CREATION_TS	CHANGED_TS	CORR_IND	PICKUPCODE	DUMMY_DELIVERY_INCL_EEW_PS	ZZLRGRNO	ZZLRGRDATE	ZZVEHICLE_NO	ZZDRIVER_NO	ZZDRIVER_NAME	ZZDRIVERMOB	ZZWERKS	ZZPARTNER	ZZVHCLTYP	ZZVBELN	ZZEBELN	ZZAUFNR	ZZSEALNO	ZZREFDI	/BEV1/LULEINH	/BEV1/RPFAESS	/BEV1/RPKIST	/BEV1/RPCONT	/BEV1/RPSONST	/BEV1/RPFLGNR	IDT_CUR_EVTLOC	IDT_CUR_EVTQUA	IDT_CUR_EVTTST	IDT_CUR_ESTLOC	IDT_CUR_ESTQUA	IDT_CUR_ESTTST	IDT_CUR_WRKQUA	IDT_PRE_EVTLOC	IDT_PRE_EVTQUA	IDT_PRE_EVTTST	IDT_PRE_ESTLOC	IDT_PRE_ESTQUA	IDT_PRE_ESTTST	IDT_PRE_WRKQUA	IDT_REF_ESTLOC	IDT_REF_ESTQUA	IDT_REF_ESTTST	IDT_FIRM_LFDAT	IDT_DOCNUM	BORGR_GRP	KBNKZ	FSH_TRANSACTION	FSH_VAS_LAST_ITEM	FSH_VAS_CG	RFM_PSST_GROUP	EXT_ACT_DATE_TOCD	EXT_PLAN_DATE_TOCD	EXT_TZONE_TOCD	INT_ACT_DATE_TOCD	INT_PLAN_DATE_TOCD	INT_TZONE_TOCD	JIT_RLVNT	ZZZABC	
ROW52|700	0181095987	SCLADMIN	01:46:49	10.08.2026				EL		X				10.08.2026			EXW	MIGO & Frt on disp. Wgt.					7				00					0.00	0	33.220	33.220	TO			00000		01:46:49	9999		0001	ZSTO					E10001				0.00					0.00000																					0011000047	A006					10.08.2026															00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			Y}BlgXPD7z6bXUXx}xB9LW		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0001															00:00:00													A											A	C	C	C	C	C	C	C	C	C	C	C	C			A																					MIGO & Frt on disp. Wgt.		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,201,649.0000000	0.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW53|700	0181095988	SCLADMIN	01:46:56	10.08.2026				EL		X				10.08.2026			EXW	Migo & Frt. Based on Disp. W					7				00					0.00	0	40.370	40.370	TO			00000		01:46:56	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0013001457	A006					10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			Y}BlgXPD7z6bXUYXKHL9LW		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					Migo & Frt. Based on Disp. W		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,201,656.0000000	20,260,809,211,411.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW54|700	0181095991	SCLADMIN	01:52:56	10.08.2026				EL		X				10.08.2026			EXW	MIGO & Frt on disp. Wgt.					7				00					0.00	0	36.690	36.690	TO			00000		01:52:56	9999		0001	ZSTO					E10001				0.00					0.00000																					0011000047	A006					10.08.2026															00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			2vgI6G5N7{6bXWEw1pUV5m		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0001															00:00:00													A											A	C	C	C	C	C	C	C	C	C	C	C	C			A																					MIGO & Frt on disp. Wgt.		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,202,256.0000000	0.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW55|700	0181095992	SCLADMIN	01:55:12	10.08.2026				EL		X				10.08.2026			EXW	ROAD					7				00					0.00	0	33.560	33.560	TO			00000		01:55:12	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0011009348	A006					10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			3V2DFZPl7z6bXWsqL8Q600		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					ROAD		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,202,512.0000000	20,260,809,212,157.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW56|700	0181095995	SCLADMIN	01:57:00	10.08.2026				EL		X				10.08.2026			FOR	migo on dispatch qty & frt z					7				00					0.00	0	35.210	35.210	TO			00000		01:57:00	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0011082975						10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			nqCtqNQw7{6bXXNQqh60e0		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					migo on dispatch qty & frt z		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,202,700.0000000	20,260,809,205,049.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW57|700	0181096001	SCLADMIN	02:02:48	10.08.2026				EL		X				10.08.2026			EXW	MIGO & Frt on disp. Wgt.					7				00					0.00	0	34.940	34.940	TO			00000		02:02:48	9999		0001	ZSTO					E10001				0.00					0.00000																					0011000047	A006					10.08.2026															00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			Y}BlgXPD7z6bXY}7q7bEOm		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0001															00:00:00													A											A	C	C	C	C	C	C	C	C	C	C	C	C			A																					MIGO & Frt on disp. Wgt.		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,203,248.0000000	0.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW58|700	0181096002	SCLADMIN	02:02:52	10.08.2026				EL		X				10.08.2026			EXW	Ex Works					7				00					0.00	0	40.530	40.530	TO			00000		02:02:52	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0011102714	A006					10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			Y}BlgXPD7z6bXZ0WLETEPm		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					Ex Works		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,203,252.0000000	20,260,809,230,714.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW59|700	0181096003	SCLADMIN	02:04:51	10.08.2026				EL		X				10.08.2026			FOR	MIGO & FRT Disp. WT.					7				00					0.00	0	68.760	68.760	TO			00000		02:04:51	9999		0001	ZSTO					E10001				0.00					0.00000																					0011059453						10.08.2026															00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			3V2DFZPl7z6bXZZti2C8i0		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0001															00:00:00													A											A	C	C	C	C	C	C	C	C	C	C	C	C			A																					MIGO & FRT Disp. WT.		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,203,451.0000000	0.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW60|700	0181096004	SCLADMIN	02:06:47	10.08.2026				EL		X				10.08.2026			FOR	migo on dispatch qty & frt z					7				00					0.00	0	29.040	29.040	TO			00000		02:06:47	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0011082975						10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			2vgI6G5N7z6bXa5kNYM4EW		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					migo on dispatch qty & frt z		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,203,647.0000000	20,260,809,211,024.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW61|700	0181096005	SCLADMIN	02:06:51	10.08.2026				EL		X				10.08.2026			EXW	MIGO & Frt on disp. Wgt.					7				00					0.00	0	36.980	36.980	TO			00000		02:06:51	9999		0001	ZSTO					E10001				0.00					0.00000																					0011000047	A006					10.08.2026															00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			2vgI6G5N7z6bXa6cV8F4Fm		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0001															00:00:00													A											A	C	C	C	C	C	C	C	C	C	C	C	C			A																					MIGO & Frt on disp. Wgt.		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,203,651.0000000	0.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW62|700	0181096007	SCLADMIN	02:09:13	10.08.2026				EL		X				10.08.2026			FOR	migo on dispatch qty & frt z					7				00					0.00	0	35.560	35.560	TO			00000		02:09:13	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0011082975						10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			3V2DFZPl7z6bXanOrjC9Jm		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					migo on dispatch qty & frt z		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,203,913.0000000	20,260,809,210,656.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW63|700	0181096008	SCLADMIN	02:09:15	10.08.2026				EL		X				10.08.2026			EXP	MIGO & Frt on plant Wgt.					7				00					0.00	0	35.310	35.310	TO			00000		02:09:15	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0011000262	A006					10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			3V2DFZPl7z6bXaoMpB79Jm		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					MIGO & Frt on plant Wgt.		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,203,915.0000000	20,260,809,232,509.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW64|700	0181096011	SCLADMIN	02:19:05	10.08.2026				EL		X				10.08.2026			EXW	Migo & Frt. Based on Disp. W					7				00					0.00	0	40.030	40.030	TO			00000		02:19:05	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0013001457	A006					10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			3V2DFZPl7z6bXdYYZdHB}G		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					Migo & Frt. Based on Disp. W		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,204,905.0000000	20,260,809,213,319.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW65|700	0181096014	SCLADMIN	02:29:10	10.08.2026				EL		X				10.08.2026			EXP	MIGO & Frt on plant  Wgt.					7				00					0.00	0	50	50	TO			00000		02:29:10	9999		0001	ZSTO					E10001				0.00					0.00000																					0011000025	A006					10.08.2026															00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			2vgI6G5N7z6bXgNGF3CBW0		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0001															00:00:00													A											A	C	C	C	C	C	C	C	C	C	C	C	C			A																					MIGO & Frt on plant  Wgt.		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,205,910.0000000	0.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW66|700	0181096015	SCLADMIN	02:29:16	10.08.2026				EL		X				10.08.2026			EXP	MIGO & Frt on plant  Wgt.					7				00					0.00	0	50	50	TO			00000		02:29:16	9999		0001	ZSTO					E10001				0.00					0.00000																					0011000025	A006					10.08.2026															00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			2vgI6G5N7z6bXgNGF3LBW0		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0001															00:00:00													A											A	C	C	C	C	C	C	C	C	C	C	C	C			A																					MIGO & Frt on plant  Wgt.		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,205,916.0000000	0.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW67|700	0181096016	SCLADMIN	02:38:51	10.08.2026				EL		X				10.08.2026			EXP	MIGO & Freight on plant weig					7				00					0.00	0	38.970	38.970	TO			00000		02:38:51	9999		0001	ZSTO					E10001				0.00					0.00000																					0011004407	A006					10.08.2026															00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			3V2DFZPl7z6bXj3ww6WHAm		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0001															00:00:00													A											A	C	C	C	C	C	C	C	C	C	C	C	C			A																					MIGO & Freight on plant weig		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,210,851.0000000	0.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW68|700	0181096017	SCLADMIN	02:38:55	10.08.2026				EL		X				10.08.2026			EXW	MIGO & Frt. On disp. Wgt					7				00					0.00	0	31.590	31.590	TO			00000		02:38:55	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0011000059	A006					10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			3V2DFZPl7z6bXj3ww6dHAm		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					MIGO & Frt. On disp. Wgt		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,210,855.0000000	20,260,809,224,530.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW69|700	0181096019	SCLADMIN	02:42:53	10.08.2026				EL		X				10.08.2026			EXP	MIGO & Freight on plant weig					7				00					0.00	0	38.900	38.900	TO			00000		02:42:53	9999		0001	ZSTO					E10001				0.00					0.00000																					0011004407	A006					10.08.2026															00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			2vgI6G5N7z6bXkBMEpSGf0		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0001															00:00:00													A											A	C	C	C	C	C	C	C	C	C	C	C	C			A																					MIGO & Freight on plant weig		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,211,253.0000000	0.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW70|700	0181096023	SCLADMIN	02:48:53	10.08.2026				EL		X				10.08.2026			EXW	Migo & Frt Based on Disp. Wt					7				00					0.00	0	42.700	42.700	TO			00000		02:48:53	9999		0001	ZSTO					E10001				0.00					0.00000																					0011091797	A006					10.08.2026															00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			Y}BlgXPD7z6bXlthwMmP}m		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0001															00:00:00													A											A	C	C	C	C	C	C	C	C	C	C	C	C			A																					Migo & Frt Based on Disp. Wt		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,211,853.0000000	0.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW71|700	0181096024	SCLADMIN	02:57:14	10.08.2026				EL		X				10.08.2026			EXW	Migo & Frt Based on Disp. Wt					7				00					0.00	0	39.880	39.880	TO			00000		02:57:14	9999		0001	ZSTO					E10001				0.00					0.00000																					0011091797	A006					10.08.2026															00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			3V2DFZPl7z6bXoCZEM0LaW		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0001															00:00:00													A											A	C	C	C	C	C	C	C	C	C	C	C	C			A																					Migo & Frt Based on Disp. Wt		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,212,714.0000000	0.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW72|700	0181096027	SCLADMIN	03:09:15	10.08.2026				EL		X				10.08.2026			EXW	MV SETO HORIZON					7				00					0.00	0	42.380	42.380	TO			00000		03:09:15	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0012000176	A006					10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			3V2DFZPl7z6bXrYG}fGOom		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					MV SETO HORIZON		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,213,915.0000000	20,260,809,232,857.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW73|700	0181096028	SCLADMIN	03:14:44	10.08.2026				EL		X				10.08.2026			EXW	ROAD					7				00					0.00	0	41.310	41.310	TO			00000		03:14:44	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0011009348	A006					10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			3V2DFZPl7z6bXt47bcCwhG		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					ROAD		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,214,444.0000000	20,260,809,214,536.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW74|700	0181096029	SCLADMIN	03:17:11	10.08.2026				EL		X				10.08.2026			EXW	ROAD					7				00					0.00	0	41.450	41.450	TO			00000		03:17:11	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0011009348	A006					10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			3V2DFZPl7z6bXtmDufFRf0		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					ROAD		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,214,711.0000000	20,260,809,214,721.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW75|700	0181096030	SCLADMIN	03:17:15	10.08.2026				EL		X				10.08.2026			FOR	migo on dispatch qty & frt z					7				00					0.00	0	36.760	36.760	TO			00000		03:17:15	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0011082975						10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			3V2DFZPl7z6bXtnM8YyRiG		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					migo on dispatch qty & frt z		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,214,715.0000000	20,260,809,221,449.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW76|700	0181096031	SCLADMIN	03:20:57	10.08.2026				EL		X				10.08.2026			EXW	ROAD					7				00					0.00	0	40	40	TO			00000		03:20:57	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0011009348	A006					10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			2vgI6G5N7{6bXupAHi0Y7m		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					ROAD		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,215,057.0000000	20,260,809,215,108.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW77|700	0181096032	SCLADMIN	03:20:57	10.08.2026				EL		X				10.08.2026			EXW	ROAD					7				00					0.00	0	41.950	41.950	TO			00000		03:20:57	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0011009348	A006					10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			2vgI6G5N7{6bXupAHiE27m		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					ROAD		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,215,057.0000000	20,260,809,215,111.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
ROW78|700	0181096034	SCLADMIN	03:24:59	10.08.2026				EL		X				10.08.2026			EXW	Ex Works					7				00					0.00	0	42.860	42.860	TO			00000		03:24:59	9999		0001	ZSTO					E10001				0.00					0.00000		SCLADMIN	10.08.2026																		0011102714	A006					10.08.2026	10.08.2026														00:00:00	00:00:00	00:00:00	00:00:00				0.00000	0.00			3V2DFZPl7z6bXvx}bbFTgG		IDHDR	INDIA	INDIA			I		01									00:00:00	0							00:00:00											0									00000000000000000000000000000000				0000000000				0004															00:00:00													C											C	C	C	C	C	C	C	C	C	C	C	C	C			C																					Ex Works		00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000				N					20,260,809,215,459.0000000	20,260,809,232,855.0000000		000000																00000000	0	0	0	0	00000			0			0				0			0				0		0000000000000000				00000			0	0		0	0				
